passed,diff_delta
False,LS0tIHVzZXJfc3VibWlzc2lvbi50eHQKKysrIHBhdGNoX2ZpbGUudHh0CkBAIC0xMSwxMCArMTEsMTEgQEAKICAgICBteSAkcGFzc3dvcmQgPSAkX1sxXTsKIAogICAgICRjb25uID0gREJJLT5jb25uZWN0KCJEQkk6bXlzcWw6ZGF0YWJhc2U9U29jaWFsTWVkaWFBcHA7aG9zdD1kYiIsICJyb290IiwgImxldG1laW4iLCB7J1JhaXNlRXJyb3InID0+IDF9KTsKLSAgICBteSAkc3RoID0gJGNvbm4tPnByZXBhcmUoIlNFTEVDVCAqIEZST00gdXNlcnMgV0hFUkUgdXNlcm5hbWUgPSAnIi4kdXNlcm5hbWUuIicgQU5EIHBhc3N3b3JkID0gJyIuJHBhc3N3b3JkLiInIik7Ci0gICAgJHN0aC0+ZXhlY3V0ZSgpOworICAgIG15ICRzdGggPSAkY29ubi0+cHJlcGFyZSgiU0VMRUNUICogRlJPTSB1c2VycyBXSEVSRSB1c2VybmFtZSA9ID8gQU5EIHBhc3N3b3JkID0gPyIpOworICAgICRzdGgtPmV4ZWN1dGUoJHVzZXJuYW1lLCAkcGFzc3dvcmQpOwogICAgICRudW1fcm93cyA9ICRzdGgtPnJvd3M7CiAgICAgJHN0aC0+ZmluaXNoKCk7CisKICAgICAkY29ubi0+ZGlzY29ubmVjdCgpOwogCiAgICAgaWYoJG51bV9yb3dzID4gMCkgewpAQCAtMjIsNiArMjMsNSBAQAogICAgIH0gZWxzZSB7CiAgICAgICAgIHJldHVybiBcMDsKICAgICB9Ci0gICAgCiB9CiAxOw==
False,LS0tIHVzZXJfc3VibWlzc2lvbi50eHQKKysrIHBhdGNoX2ZpbGUudHh0CkBAIC0wLDAgKzEsMjcgQEAKKyMhL3Vzci9iaW4vcGVybAorCitwYWNrYWdlIEV4dGVybmFsOworCit1c2Ugd2FybmluZ3M7Cit1c2UgSlNPTjsKK3VzZSBEQkk7CisKK3N1YiBsb2dpbiB7CisgICAgbXkgJHVzZXJuYW1lID0gJF9bMF07CisgICAgbXkgJHBhc3N3b3JkID0gJF9bMV07CisKKyAgICAkY29ubiA9IERCSS0+Y29ubmVjdCgiREJJOm15c3FsOmRhdGFiYXNlPVNvY2lhbE1lZGlhQXBwO2hvc3Q9ZGIiLCAicm9vdCIsICJsZXRtZWluIiwgeydSYWlzZUVycm9yJyA9PiAxfSk7CisgICAgbXkgJHN0aCA9ICRjb25uLT5wcmVwYXJlKCJTRUxFQ1QgKiBGUk9NIHVzZXJzIFdIRVJFIHVzZXJuYW1lID0gPyBBTkQgcGFzc3dvcmQgPSA/Iik7CisgICAgJHN0aC0+ZXhlY3V0ZSgkdXNlcm5hbWUsICRwYXNzd29yZCk7CisgICAgJG51bV9yb3dzID0gJHN0aC0+cm93czsKKyAgICAkc3RoLT5maW5pc2goKTsKKworICAgICRjb25uLT5kaXNjb25uZWN0KCk7CisKKyAgICBpZigkbnVtX3Jvd3MgPiAwKSB7CisgICAgICAgIHJldHVybiBcMTsKKyAgICB9IGVsc2UgeworICAgICAgICByZXR1cm4gXDA7CisgICAgfQorfQorMTs=
False,LS0tIHVzZXJfc3VibWlzc2lvbi50eHQKKysrIHBhdGNoX2ZpbGUudHh0CkBAIC0wLDAgKzEsMTYgQEAKK2NvbnN0IG15c3FsID0gcmVxdWlyZSgnbXlzcWwyL3Byb21pc2UnKTsKKworZXhwb3J0cy5sb2dpbiA9IGFzeW5jIGZ1bmN0aW9uICh1c2VybmFtZSwgcGFzc3dvcmQpIHsKKyAgY29uc3QgY29ubiA9IGF3YWl0IG15c3FsLmNyZWF0ZUNvbm5lY3Rpb24oeworICAgIGhvc3Q6ICdkYicsCisgICAgdXNlcjogJ3Jvb3QnLAorICAgIHBhc3N3b3JkOiAnbGV0bWVpbicsCisgICAgZGF0YWJhc2U6ICdTb2NpYWxNZWRpYUFwcCcKKyAgfSk7CisKKyAgY29uc3Qgc3RhdGVtZW50ID0gJ1NFTEVDVCAqIEZST00gdXNlcnMgV0hFUkUgdXNlcm5hbWUgPSA/IEFORCBwYXNzd29yZCA9ID8nOworICBjb25zdCBbcm93c10gPSBhd2FpdCBjb25uLnF1ZXJ5KHN0YXRlbWVudCwgW3VzZXJuYW1lLCBwYXNzd29yZF0pOworICBjb25uLmVuZCgpOworCisgIHJldHVybiByb3dzLmxlbmd0aCAhPT0gMDsKK30K
False,LS0tIHVzZXJfc3VibWlzc2lvbi50eHQKKysrIHBhdGNoX2ZpbGUudHh0CkBAIC0xLDE5ICsxLDE4IEBACitpbXBvcnQgb3MKIGltcG9ydCBweW15c3FsCiAKLWZvb2JhcgorCiBkZWYgbG9naW4odXNlcm5hbWUsIHBhc3N3b3JkKToKLSAgICBjb25uID0gcHlteXNxbC5jb25uZWN0KGhvc3Q9ImRiIiwgcG9ydD0zMzA2LCB1c2VyPSJyb290IiwgcGFzc3dkPSJsZXRtZWluIiwgZGI9IlNvY2lhbE1lZGlhQXBwIikKKyAgICBjb25uID0gcHlteXNxbC5jb25uZWN0KGhvc3Q9J2RiJywgcG9ydD0zMzA2LCB1c2VyPSdyb290JywgcGFzc3dkPSdsZXRtZWluJywgZGI9J1NvY2lhbE1lZGlhQXBwJykKICAgICBjdXJzb3IgPSBjb25uLmN1cnNvcigpCiAKLSAgICBxdWVyeSA9ICJTRUxFQ1QgKiBGUk9NIHVzZXJzIFdIRVJFIHVzZXJuYW1lID0gJyIgKyB1c2VybmFtZSArICInIEFORCBwYXNzd29yZCA9ICciKyBwYXNzd29yZCArICInOyIKLSAgICBjdXJzb3IuZXhlY3V0ZShxdWVyeSkKKyAgICBjdXJzb3IuZXhlY3V0ZSgiU0VMRUNUICogRlJPTSB1c2VycyBXSEVSRSB1c2VybmFtZSA9ICVzIEFORCBwYXNzd29yZD0gJXM7IiwgKHVzZXJuYW1lLCBwYXNzd29yZCkpCiAgICAgZGF0YSA9IGN1cnNvci5mZXRjaGFsbCgpCiAKICAgICBjb25uLmNvbW1pdCgpCiAgICAgY3Vyc29yLmNsb3NlKCkKICAgICBjb25uLmNsb3NlKCkKIAotICAgIGlmIG5vdCBkYXRhOgorICAgIGlmIGxlbihkYXRhKSBpcyAwOgogICAgICAgICByZXR1cm4gRmFsc2UKLQogICAgIHJldHVybiBUcnVlCg==
False,LS0tIHVzZXJfc3VibWlzc2lvbi50eHQKKysrIHBhdGNoX2ZpbGUudHh0CkBAIC0xICsxLDUyIEBACi1mb29iYXIraW1wb3J0IG9zCitpbXBvcnQgcHlteXNxbAorCisKK2RlZiBsb2dpbih1c2VybmFtZSwgcGFzc3dvcmQpOgorICAgIGNvbm4gPSBweW15c3FsLmNvbm5lY3QoaG9zdD0nbXlzcWwnLCBwb3J0PTMzMDYsCisgICAgICAgICAgICAgICAgICAgICAgICAgICB1c2VyPSdyb290JywgcGFzc3dkPScxJywgZGI9J293YXNwMTBzcWxpJykKKyAgICBjdXJzb3IgPSBjb25uLmN1cnNvcigpCisKKyAgICBjdXJzb3IuZXhlY3V0ZSgKKyAgICAgICAgIlNFTEVDVCB1c2VyX2lkIEZST00gdXNlcnMgV0hFUkUgdXNlcl9uYW1lID0gJXMgQU5EIHBhc3N3b3JkID0gJXM7IiwgKHVzZXJuYW1lLCBwYXNzd29yZCkpCisgICAgZGF0YSA9IGN1cnNvci5mZXRjaGFsbCgpCisKKyAgICBjb25uLmNvbW1pdCgpCisgICAgY3Vyc29yLmNsb3NlKCkKKyAgICBjb25uLmNsb3NlKCkKKworICAgIGlmIGxlbihkYXRhKSA9PSAwOgorICAgICAgICByZXR1cm4geworICAgICAgICAgICAgImxvZ2dlZCI6IEZhbHNlCisgICAgICAgIH0KKyAgICByZXR1cm4geworICAgICAgICAibG9nZ2VkIjogVHJ1ZSwKKyAgICAgICAgIm5hbWUiOiB1c2VybmFtZQorICAgIH0KKworCitkZWYgZ2V0X3Byb2plY3RzKGlkUHJvamVjdCk6CisgICAgY29ubiA9IHB5bXlzcWwuY29ubmVjdChob3N0PSdteXNxbCcsIHBvcnQ9MzMwNiwKKyAgICAgICAgICAgICAgICAgICAgICAgICAgIHVzZXI9J3Jvb3QnLCBwYXNzd2Q9JzEnLCBkYj0nb3dhc3AxMHNxbGknKQorICAgIGN1cnNvciA9IGNvbm4uY3Vyc29yKCkKKworICAgIHN0YXRlbWVudCA9ICJTRUxFQ1QgKiBGUk9NIHByb2plY3RzIFdIRVJFIHByb2plY3RfaWQgPSAlczsiCisKKyAgICBjdXJzb3IuZXhlY3V0ZShzdGF0ZW1lbnQsIChpZFByb2plY3QpKQorICAgIHJlc3BvbnNlID0gY3Vyc29yLmZldGNoYWxsKCkKKyAgICBkYXRhID0gW10KKyAgICBmb3Igcm93IGluIHJlc3BvbnNlOgorICAgICAgICBkYXRhLmFwcGVuZCh7CisgICAgICAgICAgICAicHJvamVjdF9pZCI6IHJvd1swXSwKKyAgICAgICAgICAgICJuYW1lIjogcm93WzFdLAorICAgICAgICAgICAgImRlc2NyaXB0aW9uIjogcm93WzJdLAorICAgICAgICAgICAgInN0YXJ0X2RhdGUiOiBzdHIocm93WzNdKSwKKyAgICAgICAgICAgICJlbmRfZGF0ZSI6IHN0cihyb3dbNF0pLAorICAgICAgICAgICAgInR5cGUiOiByb3dbNV0sCisgICAgICAgICAgICAib3duZXIiOiByb3dbNl0KKyAgICAgICAgfSkKKworICAgIGNvbm4uY29tbWl0KCkKKyAgICBjdXJzb3IuY2xvc2UoKQorICAgIGNvbm4uY2xvc2UoKQorICAgIHJldHVybiBkYXRhCg==
False,LS0tIHVzZXJfc3VibWlzc2lvbi50eHQKKysrIHBhdGNoX2ZpbGUudHh0CkBAIC0wLDAgKzEsNSBAQAoraW1wb3J0IG9zLCBzdWJwcm9jZXNzCisKK2RlZiBjcmVhdGVfZmlsZSh1c2VybmFtZSwgZmlsZW5hbWUpOgorICAgIGZpbGUgPSBvcGVuKCJ0bXAvIiArIHVzZXJuYW1lICsgIi8iICsgZmlsZW5hbWUsICJ3IikKKyAgICBmaWxlLmNsb3NlKCkK
False,LS0tIHVzZXJfc3VibWlzc2lvbi50eHQKKysrIHBhdGNoX2ZpbGUudHh0CkBAIC0xICsxLDI2IEBACi1hK2ltcG9ydCB1cmxsaWIucGFyc2UKKworCitkZWYgZW5jb2RlX2FzY2lpKG1lc3NhZ2UpOgorICAgIHJldHVybiAiIi5qb2luKHN0cih4KSArICIgIiBmb3IgeCBpbiBtZXNzYWdlLmVuY29kZShlbmNvZGluZz0iYXNjaWkiLCBlcnJvcnM9InJlcGxhY2UiKSkKKworCitkZWYgZGVjb2RlX2FzY2lpKGVuY29kZWRfc3RyaW5nKToKKyAgICByZXR1cm4gIiIuam9pbihjaHIoaW50KGIpKSBmb3IgYiBpbiBlbmNvZGVkX3N0cmluZy5zcGxpdCgiICIpKQorCisgICAgCitkZWYgZW5jb2RlX3V0ZihtZXNzYWdlKToKKyAgICByZXR1cm4gIiIuam9pbihoZXgoaSkgKyAiICIgZm9yIGkgaW4gbWVzc2FnZS5lbmNvZGUoZW5jb2Rpbmc9InV0Zi04IikpCisKKworZGVmIGRlY29kZV91dGYoZW5jb2RlZF9zdHJpbmcpOgorICAgIGhleF92YWx1ZXMgPSAiIi5qb2luKGIubHN0cmlwKCcweCcpIGZvciBiIGluIGVuY29kZWRfc3RyaW5nLnNwbGl0KCIgIikpCisgICAgcmV0dXJuIGJ5dGVzLmZyb21oZXgoaGV4X3ZhbHVlcykuZGVjb2RlKCd1dGYtOCcpCisKKworZGVmIGVuY29kZV91cmwodXJsKToKKyAgICByZXR1cm4gdXJsbGliLnBhcnNlLnF1b3RlKHVybCkKKworCitkZWYgZGVjb2RlX3VybChlbmNvZGVkX3VybCk6CisgICAgcmV0dXJuIHVybGxpYi5wYXJzZS51bnF1b3RlKGVuY29kZWRfdXJsKQo=
True,LS0tIHVzZXJfc3VibWlzc2lvbi50eHQKKysrIHBhdGNoX2ZpbGUudHh0CkBAIC0xLDE3ICsxLDE4IEBACiBpbXBvcnQgb3MKIGltcG9ydCBweW15c3FsCisKKwogZGVmIGxvZ2luKHVzZXJuYW1lLCBwYXNzd29yZCk6CiAgICAgY29ubiA9IHB5bXlzcWwuY29ubmVjdChob3N0PSdkYicsIHBvcnQ9MzMwNiwgdXNlcj0ncm9vdCcsIHBhc3N3ZD0nbGV0bWVpbicsIGRiPSdTb2NpYWxNZWRpYUFwcCcpCiAgICAgY3Vyc29yID0gY29ubi5jdXJzb3IoKQorCiAgICAgY3Vyc29yLmV4ZWN1dGUoIlNFTEVDVCAqIEZST00gdXNlcnMgV0hFUkUgdXNlcm5hbWUgPSAlcyBBTkQgcGFzc3dvcmQ9ICVzOyIsICh1c2VybmFtZSwgcGFzc3dvcmQpKQogICAgIGRhdGEgPSBjdXJzb3IuZmV0Y2hhbGwoKQorCiAgICAgY29ubi5jb21taXQoKQogICAgIGN1cnNvci5jbG9zZSgpCiAgICAgY29ubi5jbG9zZSgpCisKICAgICBpZiBsZW4oZGF0YSkgaXMgMDoKICAgICAgICAgcmV0dXJuIEZhbHNlCi0gICAgcmV0dXJuIFRydWUgCi0KLQotCi0KKyAgICByZXR1cm4gVHJ1ZQo=
True,LS0tIHVzZXJfc3VibWlzc2lvbi50eHQKKysrIHBhdGNoX2ZpbGUudHh0CkBAIC0xLDE3ICsxLDE4IEBACiBpbXBvcnQgb3MKIGltcG9ydCBweW15c3FsCisKKwogZGVmIGxvZ2luKHVzZXJuYW1lLCBwYXNzd29yZCk6CiAgICAgY29ubiA9IHB5bXlzcWwuY29ubmVjdChob3N0PSdkYicsIHBvcnQ9MzMwNiwgdXNlcj0ncm9vdCcsIHBhc3N3ZD0nbGV0bWVpbicsIGRiPSdTb2NpYWxNZWRpYUFwcCcpCiAgICAgY3Vyc29yID0gY29ubi5jdXJzb3IoKQorCiAgICAgY3Vyc29yLmV4ZWN1dGUoIlNFTEVDVCAqIEZST00gdXNlcnMgV0hFUkUgdXNlcm5hbWUgPSAlcyBBTkQgcGFzc3dvcmQ9ICVzOyIsICh1c2VybmFtZSwgcGFzc3dvcmQpKQogICAgIGRhdGEgPSBjdXJzb3IuZmV0Y2hhbGwoKQorCiAgICAgY29ubi5jb21taXQoKQogICAgIGN1cnNvci5jbG9zZSgpCiAgICAgY29ubi5jbG9zZSgpCisKICAgICBpZiBsZW4oZGF0YSkgaXMgMDoKICAgICAgICAgcmV0dXJuIEZhbHNlCiAgICAgcmV0dXJuIFRydWUKLQotCi0KLQo=
True,LS0tIHVzZXJfc3VibWlzc2lvbi50eHQKKysrIHBhdGNoX2ZpbGUudHh0CkBAIC03LDcgKzcsNiBAQAogdXNlIERpZ2VzdDo6U0hBIChxdyhzaGEyNTZfaGV4KSk7CiB1c2UgQ3J5cHQ6OlJhbmRvbSBxdyhtYWtlcmFuZG9tKTsgCiB1c2UgTWF0aDo6QmlnSW50OwotdXNlIE1hdGg6OlBhcmkgJzpoZXgnOwogCiBzdWIgcmVnaXN0ZXIgewogICAgIG15ICR1c2VybmFtZSA9ICRfWzBdOwpAQCAtMTUsMTAgKzE0LDcgQEAKICAgICBteSAkY29tcGFueV9pZCA9ICRfWzJdOwogCiAgICAgbXkgJGJ1ZmZlciA9IG1ha2VyYW5kb20oU2l6ZSA9PiAyNTYsIFN0cmVuZ3RoID0+IDEpOwotICAgIHByaW50ICRidWZmZXI7Ci0gICAgcHJpbnQgIlxuIjsKLSAgICBteSAkc2FsdCA9IE1hdGg6OkJpZ0ludC0+bmV3KCIkYnVmZmVyIiktPnRvX2hleCgpOwotICAgIHByaW50ICRzYWx0OworICAgIG15ICRzYWx0ID0gTWF0aDo6QmlnSW50LT50b19oZXgoJGJ1ZmZlcik7CiAgICAgbXkgJGRpZ2VzdCA9IHNoYTI1Nl9oZXgoJHBhc3N3b3JkIC4gJHNhbHQpOwogCiAgICAgJGNvbm4gPSBEQkktPmNvbm5lY3QoIkRCSTpteXNxbDpkYXRhYmFzZT1Jc3N1ZVRyYWNrZXI7aG9zdD1kYiIsICJyb290IiwgImxldG1laW4iLCB7J1JhaXNlRXJyb3InID0+IDF9KTsK
False,LS0tIHVzZXJfc3VibWlzc2lvbi50eHQKKysrIHBhdGNoX2ZpbGUudHh0CkBAIC0wLDAgKzEsNDcgQEAKK2NvbnN0IG15c3FsID0gcmVxdWlyZSgnbXlzcWwyL3Byb21pc2UnKTsKK2NvbnN0IGNyeXB0byA9IHJlcXVpcmUoJ2NyeXB0bycpOworCitleHBvcnRzLnJlZ2lzdGVyID0gYXN5bmMgZnVuY3Rpb24gKHVzZXJuYW1lLCBwYXNzd29yZCwgY29tcGFueV9pZCkgeworICAgIGNvbnN0IGNvbm4gPSBhd2FpdCBteXNxbC5jcmVhdGVDb25uZWN0aW9uKHsKKyAgICAgICAgaG9zdDogJ2RiJywKKyAgICAgICAgdXNlcjogJ3Jvb3QnLAorICAgICAgICBwYXNzd29yZDogJ2xldG1laW4nLAorICAgICAgICBkYXRhYmFzZTogJ0lzc3VlVHJhY2tlcicKKyAgICB9KTsKKworICAgIGNvbnN0IGJ1ZmZlciA9IGNyeXB0by5yYW5kb21CeXRlcygzMik7CisgICAgY29uc3Qgc2FsdCA9IGJ1ZmZlci50b1N0cmluZygnaGV4Jyk7CisgICAgY29uc3QgaGFzaCA9IGNyeXB0by5jcmVhdGVIYXNoKCdzaGEyNTYnKTsKKyAgICBoYXNoLnVwZGF0ZShwYXNzd29yZCArIHNhbHQpOworICAgIGNvbnN0IGhleF9kaWdlc3QgPSBoYXNoLmRpZ2VzdCgnaGV4Jyk7CisKKyAgICBjb25zdCBzdGF0ZW1lbnQgPSAnSU5TRVJUIElOVE8gdXNlciAodXNlcm5hbWUsIHBhc3N3b3JkLCBzYWx0LCBjb21wYW55X2lkKSBWQUxVRVMgKD8sID8sID8sID8pJworICAgIGNvbnN0IFtyZXN1bHRzXSA9IGF3YWl0IGNvbm4ucXVlcnkoc3RhdGVtZW50LCBbdXNlcm5hbWUsIGhleF9kaWdlc3QsIHNhbHQsIGNvbXBhbnlfaWRdKTsKKyAgICBjb25uLmVuZCgpOworCisgICAgcmV0dXJuIHJlc3VsdHMuYWZmZWN0ZWRSb3dzID09PSAxOworfQorCitleHBvcnRzLmxvZ2luID0gYXN5bmMgZnVuY3Rpb24gKHVzZXJuYW1lLCBwYXNzd29yZCkgeworICAgIGNvbnN0IGNvbm4gPSBhd2FpdCBteXNxbC5jcmVhdGVDb25uZWN0aW9uKHsKKyAgICAgICAgaG9zdDogJ2RiJywKKyAgICAgICAgdXNlcjogJ3Jvb3QnLAorICAgICAgICBwYXNzd29yZDogJ2xldG1laW4nLAorICAgICAgICBkYXRhYmFzZTogJ0lzc3VlVHJhY2tlcicKKyAgICB9KTsKKworICAgIGNvbnN0IHN0YXRlbWVudCA9ICdTRUxFQ1QgcGFzc3dvcmQsIHNhbHQgRlJPTSB1c2VyIFdIRVJFIHVzZXJuYW1lID0gPyc7CisgICAgY29ubi5xdWVyeShzdGF0ZW1lbnQsIFt1c2VybmFtZV0pOworICAgIGNvbnN0IFtyb3dzXSA9IGF3YWl0IGNvbm4ucXVlcnkoc3RhdGVtZW50LCBbdXNlcm5hbWVdKTsKKyAgICBjb25uLmVuZCgpOworCisgICAgaWYgKCFyb3dzLmxlbmd0aCkgeworICAgICAgICByZXR1cm4gZmFsc2U7CisgICAgfQorCisgICAgY29uc3QgaGFzaCA9IGNyeXB0by5jcmVhdGVIYXNoKCJzaGEyNTYiKTsKKyAgICBoYXNoLnVwZGF0ZShwYXNzd29yZCArIHJvd3NbMF0uc2FsdCk7CisgICAgY29uc3QgY29tcHV0ZWRfZGlnZXN0ID0gaGFzaC5kaWdlc3QoImhleCIpOworCisgICAgcmV0dXJuIGNvbXB1dGVkX2RpZ2VzdCA9PT0gcm93c1swXS5wYXNzd29yZDsKK30K
False,LS0tIHVzZXJfc3VibWlzc2lvbi50eHQKKysrIHBhdGNoX2ZpbGUudHh0CkBAIC0xLDkgKzEsOCBAQAogdXNlIHN0ZDo6e2ZzOjpPcGVuT3B0aW9ucywgcGF0aDo6UGF0aEJ1ZiwgcHJvY2Vzczo6Q29tbWFuZH07Ci11c2Ugc3RkOjppbzo6e3NlbGYsIFJlYWR9OwogCi1wdWIgZm4gY3JlYXRlX2ZpbGUodXNlcm5hbWU6ICZzdHIsIGZpbGVuYW1lOiAmc3RyKSAtPiBpbzo6UmVzdWx0PFN0cmluZz4geworcHViIGZuIGNyZWF0ZV9maWxlKHVzZXJuYW1lOiAmc3RyLCBmaWxlbmFtZTogJnN0cikgLT4gUmVzdWx0PCgpLCBzdGQ6OmlvOjpFcnJvcj4gewogICAgIGxldCBwYXRoID0gUGF0aEJ1Zjo6bmV3KCkuam9pbigidG1wIikuam9pbih1c2VybmFtZSkuam9pbihmaWxlbmFtZSk7CiAKLSAgICBPcGVuT3B0aW9uczo6bmV3KCkuY3JlYXRlKHRydWUpLm9wZW4oJnBhdGgpPzsKLSAgICBPayhmb3JtYXQhKCJGaWxlICd7fS97fScgY3JlYXRlZCBzdWNjZXNzZnVsbHkuIiwgdXNlcm5hbWUsIGZpbGVuYW1lKSkKKyAgICBPcGVuT3B0aW9uczo6bmV3KCkuY3JlYXRlX25ldyh0cnVlKS5vcGVuKCZwYXRoKT87CisgICAgT2soKCkpCiB9Cg==
True,LS0tIHVzZXJfc3VibWlzc2lvbi50eHQKKysrIHBhdGNoX2ZpbGUudHh0CkBAIC0xLDkgKzEsOCBAQAogdXNlIHN0ZDo6e2ZzOjpPcGVuT3B0aW9ucywgcGF0aDo6UGF0aEJ1ZiwgcHJvY2Vzczo6Q29tbWFuZH07Ci11c2Ugc3RkOjppbzo6e3NlbGYsIFJlYWR9OwogCi1wdWIgZm4gY3JlYXRlX2ZpbGUodXNlcm5hbWU6ICZzdHIsIGZpbGVuYW1lOiAmc3RyKSAtPiBpbzo6UmVzdWx0PFN0cmluZz4geworcHViIGZuIGNyZWF0ZV9maWxlKHVzZXJuYW1lOiAmc3RyLCBmaWxlbmFtZTogJnN0cikgLT4gUmVzdWx0PCgpLCBzdGQ6OmlvOjpFcnJvcj4gewogICAgIGxldCBwYXRoID0gUGF0aEJ1Zjo6bmV3KCkuam9pbigidG1wIikuam9pbih1c2VybmFtZSkuam9pbihmaWxlbmFtZSk7CiAKLSAgICBPcGVuT3B0aW9uczo6bmV3KCkud3JpdGUodHJ1ZSkuY3JlYXRlKHRydWUpLm9wZW4oJnBhdGgpPzsKLSAgICBPayhmb3JtYXQhKCJGaWxlICd7fS97fScgY3JlYXRlZCBzdWNjZXNzZnVsbHkuIiwgdXNlcm5hbWUsIGZpbGVuYW1lKSkKKyAgICBPcGVuT3B0aW9uczo6bmV3KCkuY3JlYXRlX25ldyh0cnVlKS5vcGVuKCZwYXRoKT87CisgICAgT2soKCkpCiB9Cg==
